,rating,title,Review_text
4745,1,Crashed after one use. Lost pictures/videos,Crashed after ONE use. Lost all the pics and vids I stored on it. I spoke with Seagate support for literal hours (took forever!!) and they did say they could try to save lost files since the device was corrupted BUT I would not get refunded for the product but rather would be sent a replacement harddrive. I don't trust these harddrives at all after this one died almost instantly and after losing those pictures so I just returned to Amazon instead for a refund. I switched to an American made external harddrive. Will never purchase Seagate again. Built cheaply and poorly. Very disappointed! 10 year anniversary trip pictures and videos lost forever.
4746,1,Garbage. Can't handle basic functions like zipping and extracting,"The hardrive started off fine, could handle multiple files of varying sizes like videos,music, etc etc but shortly after purchase I had my first crash on the hardrive when trying to transfer a video.If you only need this hardrive for small files and storage it will be mostly ok. But anything slightly large or medium sized will give it problems. I've had the hardrive full on reset while trying to zip and extract files countless times. Not even close to half of the storage taken up.Wouldn't recommend installing any programs or game onto the hardrive as it takes so long to load it will surely hinder performance. I honestly don't know who this device could be for. Maybe a student or someone who really doesn't need to Access data but only store it.Horrible don't recommend"
4747,5,Exactly as promised.,Exactly as promised.
4748,5,My son likes this,My son is using it for his Xbox for more memory and it works if he is happy I’m also happy. 😃
4749,5,Does what it does,Very good! It works well and just like what it says.
4750,5,Easy easy,"Compact, easy to use and great fit for bookshelf storage."
4751,5,So Far So Good,For a guy that was asked to pay $2000 for 200MB hard drive back in the 80s I am amazed the cost of storage has dropped and I've always had long-lived USB Seagate storage.
4752,1,Corrupted,"It was working until one day, It gets corrupted and all of my games deleted and start over again. Not sure how that happened, so random"
4753,1,Not for Mac laptops!!!!,It was too difficult to adapt to a Mac laptop.
4754,5,4 tb hard drive,Great product easy to use and is just as described
4755,5,"Great USB drive, plug and play",We are using this as an external drive for our photos. Easy to use no problems.
4756,5,NICE!,"Very Nice, Dead-Silent but fast. Thank you Seagate."
4757,5,Perfect for Xbox Series X Expansion,Bought this to triple my storage capacity on my Xbox Series X. Plugged the hard drive in and it was instantly recognized and formatted for game downloads. Unit is small and quiet and can be placed behind Xbox Series X with zero visibility.
4758,5,"Great device, 2 TB is plenty of storage.","Before this drive I had roughly 6 games on my console. A lot were smaller 5-15gb games as Red Dead took up most of my space. Now I’ve went from 5 games to 25 and still have an insane amount of space left. If you’re not a crazy hardcore gamer and just want a reasonable amount of games 2TB is more than enough. Only trouble I had with it was my vertical cooling stand that plugs into the USB port(also) was interfering with the drive, so I can’t use it anymore but it’s not a big deal, drive worked after I unplugged the stand."
4759,5,Amazing,For the price this works perfect for my ps4!
4760,5,Good buy!!,It works just fine!
4761,5,Reliable!,Been using it with a y cable to store games on my Wii U and with no hiccups after 2 months its still fast
4762,1,Drive broke after 1 month,Litterally can’t access any of my games on thehardriveAnd is very disappointed in hard drive recovery
4763,1,Dead after 1 year of almost no use,"Seagate has a good reputation.However...I've been struggling for a couple of days now with this drive working intermittently. Now, it will not work properly. The computer sees it, I can watch it connect in the message log (linux), then fail. It fails with Windows. Fortunately this was only going to be used for backups. I'd hate to waste the money on recovery, especially after wasting money on this.I'll be avoiding Seagate from now on."
4764,4,I use this for extra space for my PS4,Works great for PS4 storage! It does have to 'repair' if your PS4 gets unplugged or shut off improperly but it takes like a minute and its good to go. Definitely recommend.
4765,5,PS5,This storage device works great for additional PS5 storage.
4766,4,Not so noisy but seems a bit slow (see attached),"Just received my Seagate 10GB HDD and it is not so noisy but seems a bit slow (see attached)... I can hear the R/W process, but I wouldn't call it loud... However, as you can see in the attached image, there is an estimated 5+ hours left to transfer a little over 1TB.That seems pretty slow, am I wrong?It is well packaged so it arrived at my home in Chile in perfect condition.It comes with a variety of wall plug types, including one for Chile, which was nice.We've come a long way since my first PC in 1988 which had a built-in 20MB HDD!"
4767,1,Defective drive.,"My drive arrived defective, as verified by Seagate technicians (online and via phone) in their repeated and unsuccessful attempts to reformat this to Mac computer."
